Grandeur,Moyenne,Minimum,Maximum,Ecart_type,N_valides,N_total
Rx_cm,3.34036016875999,2.68458592113081,4.22960148155826,0.518944797233297,9,9
Ry_cm,2.77698770855344,2.58828330358944,2.96974932165446,0.142443834021111,9,9
Contraste,4.0477043361421,3.53733846001607,4.94904767981246,0.508951194841558,9,9
