Grandeur,Moyenne,Minimum,Maximum,Ecart_type,N_valides,N_total
Rx_cm,3.94497836622274,3.43732855622648,4.7619870641299,0.550262039673109,9,9
Ry_cm,2.70496245099133,1.90657455808413,3.55919495169451,0.43727516329301,9,9
Contraste,2.77760288983209,1.9436625885471,5.99762489869217,1.29129286999109,9,9
